BUSINESS_DATE,HOTEL,ROOMS_AVAILABLE,ROOMS_SOLD,COMP_ROOMS,OCCUPANCY,ADR_EUR,REVENUE_EUR,DOMINANT_SEGMENT
2025-12-17,"Regnum The Crown",358,152,3,42.46,388.43,57876.07,Leisure
2025-12-18,"Regnum Carya",530,148,2,27.92,325.59,47536.14,Leisure
2025-12-18,"Regnum The Crown",358,157,3,43.85,398.68,61396.72,Leisure
2025-12-19,"Regnum Carya",530,159,0,30,309.67,49237.53,Group
2025-12-19,"Regnum The Crown",358,144,1,40.22,375.58,53707.94,FIT
2025-12-20,"Regnum Carya",530,202,2,38.11,319.34,63868,Leisure
2025-12-20,"Regnum The Crown",358,146,2,40.78,370.02,53282.88,Group
2025-12-21,"Regnum Carya",530,206,2,38.87,328.13,66938.52,Group
2025-12-21,"Regnum The Crown",358,164,3,45.81,404.86,65182.46,Leisure
2025-12-22,"Regnum Carya",530,173,0,32.64,320.59,55462.07,FIT
2025-12-22,"Regnum The Crown",358,133,2,37.15,389.71,51052.01,Leisure
2025-12-23,"Regnum Carya",530,189,1,35.66,330.72,62175.36,Leisure
2025-12-23,"Regnum The Crown",358,143,4,39.94,385.23,53546.97,FIT
2025-12-24,"Regnum Carya",530,164,2,30.94,331.3,53670.6,OTA
2025-12-24,"Regnum The Crown",358,136,3,37.99,388.62,51686.46,FIT
2025-12-25,"Regnum Carya",530,148,2,27.92,310.82,45379.72,Corporate
2025-12-25,"Regnum The Crown",358,149,1,41.62,381.9,56521.2,Corporate
2025-12-26,"Regnum Carya",530,148,1,27.92,322.9,47466.3,Corporate
2025-12-26,"Regnum The Crown",358,169,4,47.21,388.87,64163.55,Corporate
2025-12-27,"Regnum Carya",530,190,3,35.85,314.68,58845.16,OTA
2025-12-27,"Regnum The Crown",358,166,2,46.37,391.66,64232.24,OTA
2025-12-28,"Regnum Carya",530,176,0,33.21,330.97,58250.72,Corporate
2025-12-28,"Regnum The Crown",358,167,3,46.65,407.54,66836.56,OTA
2025-12-29,"Regnum Carya",530,148,2,27.92,327.4,47800.4,OTA
2025-12-29,"Regnum The Crown",358,147,0,41.06,392.77,57737.19,Leisure
2025-12-30,"Regnum Carya",530,148,3,27.92,318.49,46181.05,FIT
2025-12-30,"Regnum The Crown",358,170,2,47.49,402.76,67663.68,FIT
2025-12-31,"Regnum Carya",530,159,4,30,305.45,47344.75,Corporate
2025-12-31,"Regnum The Crown",358,139,1,38.83,389.26,53717.88,Corporate
2026-01-01,"Regnum Carya",530,194,1,36.6,315.35,60862.55,OTA
2026-01-01,"Regnum The Crown",358,171,1,47.77,389.32,66184.4,Leisure
2026-01-02,"Regnum Carya",530,158,2,29.81,304.58,47514.48,OTA
2026-01-02,"Regnum The Crown",358,165,2,46.09,388.14,63266.82,Corporate
2026-01-03,"Regnum Carya",530,187,0,35.28,321.14,60053.18,Group
2026-01-03,"Regnum The Crown",358,185,3,51.68,403.21,73384.22,FIT
2026-01-04,"Regnum Carya",530,195,2,36.79,323.71,62476.03,FIT
2026-01-04,"Regnum The Crown",358,196,0,54.75,412.04,80759.84,FIT
2026-01-05,"Regnum Carya",530,177,1,33.4,327.33,57610.08,Group
2026-01-05,"Regnum The Crown",358,182,1,50.84,401.46,72664.26,FIT
2026-01-06,"Regnum Carya",530,180,4,33.96,313.04,55095.04,FIT
2026-01-06,"Regnum The Crown",358,163,0,45.53,404.96,66008.48,Corporate
2026-01-07,"Regnum Carya",530,204,4,38.49,319.39,63878,Leisure
2026-01-07,"Regnum The Crown",358,166,3,46.37,384.18,62621.34,Corporate
2026-01-08,"Regnum Carya",530,148,3,27.92,311.2,45124,Leisure
2026-01-08,"Regnum The Crown",358,186,2,51.96,417.89,76891.76,OTA
2026-01-09,"Regnum Carya",530,186,4,35.09,322.7,58731.4,OTA
2026-01-09,"Regnum The Crown",358,184,1,51.4,393.74,72054.42,Group
2026-01-10,"Regnum Carya",530,235,3,44.34,331.35,76873.2,Corporate
2026-01-10,"Regnum The Crown",358,179,2,50,402.35,71215.95,OTA
2026-01-11,"Regnum Carya",530,195,2,36.79,334.22,64504.46,Corporate
2026-01-11,"Regnum The Crown",358,212,2,59.22,397.46,83466.6,FIT
2026-01-12,"Regnum Carya",530,151,1,28.49,307.68,46152,OTA
2026-01-12,"Regnum The Crown",358,164,3,45.81,403.54,64969.94,Group
2026-01-13,"Regnum Carya",530,159,2,30,323.31,50759.67,Corporate
2026-01-13,"Regnum The Crown",358,172,3,48.04,384.05,64904.45,OTA
2026-01-14,"Regnum Carya",530,162,3,30.57,325.08,51687.72,Leisure
2026-01-14,"Regnum The Crown",358,177,0,49.44,385.82,68290.14,OTA
2026-01-15,"Regnum Carya",530,198,0,37.36,335.89,66506.22,OTA
2026-01-15,"Regnum The Crown",358,198,2,55.31,402.8,78948.8,Group
2026-01-16,"Regnum Carya",530,165,1,31.13,317.19,52019.16,Corporate
2026-01-16,"Regnum The Crown",358,198,2,55.31,418.95,82114.2,Leisure
2026-01-17,"Regnum Carya",530,231,3,43.58,339.89,77494.92,Group
2026-01-17,"Regnum The Crown",358,201,2,56.15,412.25,82037.75,Leisure
2026-01-18,"Regnum Carya",530,219,2,41.32,341.01,73999.17,Group
2026-01-18,"Regnum The Crown",358,203,3,56.7,409.12,81824,Leisure
2026-01-19,"Regnum Carya",530,189,1,35.66,325.06,61111.28,OTA
2026-01-19,"Regnum The Crown",358,184,2,51.4,401.24,73025.68,FIT
2026-01-20,"Regnum Carya",530,179,3,33.77,329.98,58076.48,Leisure
2026-01-20,"Regnum The Crown",358,180,0,50.28,387.15,69687,Leisure
2026-01-21,"Regnum Carya",530,191,1,36.04,315.92,60024.8,Leisure
2026-01-21,"Regnum The Crown",358,188,0,52.51,396.02,74451.76,Corporate
2026-01-22,"Regnum Carya",530,226,0,42.64,322.59,72905.34,Group
2026-01-22,"Regnum The Crown",358,185,1,51.68,396.42,72941.28,Corporate
2026-01-23,"Regnum Carya",530,183,3,34.53,329.66,59338.8,Corporate
2026-01-23,"Regnum The Crown",358,181,0,50.56,404.85,73277.85,FIT
2026-01-24,"Regnum Carya",530,219,4,41.32,324.68,69806.2,OTA
2026-01-24,"Regnum The Crown",358,206,3,57.54,398.42,80879.26,OTA
2026-01-25,"Regnum Carya",530,213,4,40.19,334.94,70002.46,Group
2026-01-25,"Regnum The Crown",358,239,3,66.76,425.74,100474.64,FIT
2026-01-26,"Regnum Carya",530,227,0,42.83,328.67,74608.09,Group
2026-01-26,"Regnum The Crown",358,218,2,60.89,419.42,90594.72,Group
2026-01-27,"Regnum Carya",530,198,1,37.36,319.04,62850.88,FIT
2026-01-27,"Regnum The Crown",358,215,4,60.06,430.46,90827.06,Corporate
2026-01-28,"Regnum Carya",530,192,3,36.23,333.84,63095.76,OTA
2026-01-28,"Regnum The Crown",358,217,2,60.61,428.14,92050.1,Group
2026-01-29,"Regnum Carya",530,194,4,36.6,325.12,61772.8,Leisure
2026-01-29,"Regnum The Crown",358,190,2,53.07,414.35,77897.8,Corporate
2026-01-30,"Regnum Carya",530,210,2,39.62,328.96,68423.68,Group
2026-01-30,"Regnum The Crown",358,193,2,53.91,415.55,79370.05,FIT
2026-01-31,"Regnum Carya",530,260,1,49.06,333.65,86415.35,Leisure
2026-01-31,"Regnum The Crown",358,239,0,66.76,429.31,102605.09,FIT
2026-02-01,"Regnum Carya",530,230,1,43.4,346.29,79300.41,Group
2026-02-01,"Regnum The Crown",358,230,4,64.25,432.15,97665.9,Leisure
2026-02-02,"Regnum Carya",530,223,1,42.08,333.31,73994.82,OTA
2026-02-02,"Regnum The Crown",358,195,1,54.47,405.77,78719.38,OTA
2026-02-03,"Regnum Carya",530,199,4,37.55,334.01,65131.95,FIT
2026-02-03,"Regnum The Crown",358,213,2,59.5,424.62,89594.82,FIT
2026-02-04,"Regnum Carya",530,238,2,44.91,344.49,81299.64,Group
2026-02-04,"Regnum The Crown",358,197,3,55.03,414.29,80372.26,Group
2026-02-05,"Regnum Carya",530,215,3,40.57,320.51,67948.12,Corporate
2026-02-05,"Regnum The Crown",358,234,3,65.36,435.1,100508.1,FIT
2026-02-06,"Regnum Carya",530,236,1,44.53,334.64,78640.4,FIT
2026-02-06,"Regnum The Crown",358,229,3,63.97,431.97,97625.22,Leisure
2026-02-07,"Regnum Carya",530,255,2,48.11,342.72,86708.16,Group
2026-02-07,"Regnum The Crown",358,240,2,67.04,409.55,97472.9,Leisure
2026-02-08,"Regnum Carya",530,262,2,49.43,348.92,90719.2,OTA
2026-02-08,"Regnum The Crown",358,264,2,73.74,427.25,111939.5,Group
2026-02-09,"Regnum Carya",530,260,0,49.06,329.7,85722,Corporate
2026-02-09,"Regnum The Crown",358,213,0,59.5,407.42,86780.46,Leisure
2026-02-10,"Regnum Carya",530,239,4,45.09,339.74,79838.9,Corporate
2026-02-10,"Regnum The Crown",358,236,2,65.92,412.15,96443.1,Leisure
2026-02-11,"Regnum Carya",530,253,4,47.74,339.8,84610.2,FIT
2026-02-11,"Regnum The Crown",358,211,4,58.94,404.8,83793.6,FIT
2026-02-12,"Regnum Carya",530,244,1,46.04,337.47,82005.21,OTA
2026-02-12,"Regnum The Crown",358,222,3,62.01,409.51,89682.69,Corporate
2026-02-13,"Regnum Carya",530,226,2,42.64,339.67,76086.08,Corporate
2026-02-13,"Regnum The Crown",358,248,4,69.27,444.02,108340.88,Corporate
2026-02-14,"Regnum Carya",530,304,3,57.36,340.44,102472.44,OTA
2026-02-14,"Regnum The Crown",358,263,1,73.46,440.34,115369.08,OTA
2026-02-15,"Regnum Carya",530,294,1,55.47,344.7,100997.1,Corporate
2026-02-15,"Regnum The Crown",358,269,1,75.14,445.36,119356.48,Group
2026-02-16,"Regnum Carya",530,228,1,43.02,325.5,73888.5,OTA
2026-02-16,"Regnum The Crown",358,250,1,69.83,434.74,108250.26,Group
2026-02-17,"Regnum Carya",530,265,1,50,336.86,88931.04,Corporate
2026-02-17,"Regnum The Crown",358,242,1,67.6,410.8,99002.8,Group
2026-02-18,"Regnum Carya",530,225,3,42.45,335.14,74401.08,OTA
2026-02-18,"Regnum The Crown",358,260,1,72.63,434.25,112470.75,Leisure
2026-02-19,"Regnum Carya",530,233,1,43.96,349.03,80974.96,Group
2026-02-19,"Regnum The Crown",358,225,3,62.85,409.68,90948.96,Corporate
2026-02-20,"Regnum Carya",530,230,1,43.4,340.02,77864.58,Corporate
2026-02-20,"Regnum The Crown",358,223,2,62.29,412.88,91246.48,Leisure
2026-02-21,"Regnum Carya",530,313,2,59.06,341.49,106203.39,Group
2026-02-21,"Regnum The Crown",358,263,1,73.46,427.92,112115.04,OTA
2026-02-22,"Regnum Carya",530,306,1,57.74,355.36,108384.8,FIT
2026-02-22,"Regnum The Crown",358,281,4,78.49,454.75,125965.75,Leisure
2026-02-23,"Regnum Carya",530,277,4,52.26,354.59,96803.07,FIT
2026-02-23,"Regnum The Crown",358,231,0,64.53,434.37,100339.47,OTA
2026-02-24,"Regnum Carya",530,275,4,51.89,348.04,94318.84,Leisure
2026-02-24,"Regnum The Crown",358,242,3,67.6,415.45,99292.55,Leisure
2026-02-25,"Regnum Carya",530,245,1,46.23,340,82960,Group
2026-02-25,"Regnum The Crown",358,261,3,72.91,447.16,115367.28,Corporate
2026-02-26,"Regnum Carya",530,255,1,48.11,334.19,84884.26,OTA
2026-02-26,"Regnum The Crown",358,241,4,67.32,433.68,102782.16,Corporate
2026-02-27,"Regnum Carya",530,257,0,48.49,330.33,84894.81,Leisure
2026-02-27,"Regnum The Crown",358,235,1,65.64,418.05,97823.7,Leisure
2026-02-28,"Regnum Carya",530,324,1,61.13,346.87,112039.01,Leisure
2026-02-28,"Regnum The Crown",358,295,2,82.4,429.85,125946.05,OTA
2026-03-01,"Regnum Carya",530,293,4,55.28,353.31,102106.59,Group
2026-03-01,"Regnum The Crown",358,270,2,75.42,432.9,116017.2,Group
2026-03-02,"Regnum Carya",530,291,2,54.91,349.23,100927.47,Leisure
2026-03-02,"Regnum The Crown",358,241,2,67.32,416.27,99488.53,Group
2026-03-03,"Regnum Carya",530,295,3,55.66,350.47,102337.24,Corporate
2026-03-03,"Regnum The Crown",358,264,3,73.74,442.56,115508.16,Leisure
2026-03-04,"Regnum Carya",530,315,3,59.43,348.96,108875.52,Leisure
2026-03-04,"Regnum The Crown",358,275,4,76.82,440.05,119253.55,Leisure
2026-03-05,"Regnum Carya",530,312,2,58.87,344.63,106835.3,Corporate
2026-03-05,"Regnum The Crown",358,247,1,68.99,439.44,108102.24,Corporate
2026-03-06,"Regnum Carya",530,292,3,55.09,358.66,103652.74,Leisure
2026-03-06,"Regnum The Crown",358,246,2,68.72,421,102724,OTA
2026-03-07,"Regnum Carya",530,297,0,56.04,359.38,106735.86,OTA
2026-03-07,"Regnum The Crown",358,294,3,82.12,448.25,130440.75,FIT
2026-03-08,"Regnum Carya",530,317,2,59.81,361.65,113919.75,FIT
2026-03-08,"Regnum The Crown",358,306,1,85.47,450.93,137533.65,Corporate
2026-03-09,"Regnum Carya",530,320,1,60.38,351.32,112071.08,Group
2026-03-09,"Regnum The Crown",358,275,0,76.82,449.58,123634.5,Leisure
2026-03-10,"Regnum Carya",530,328,3,61.89,359.36,116792,Leisure
2026-03-10,"Regnum The Crown",358,281,3,78.49,455.88,126734.64,Leisure
2026-03-11,"Regnum Carya",530,299,3,56.42,337.94,100030.24,OTA
2026-03-11,"Regnum The Crown",358,276,4,77.09,447.66,121763.52,OTA
2026-03-12,"Regnum Carya",530,308,4,58.11,361.9,110017.6,OTA
2026-03-12,"Regnum The Crown",358,287,1,80.17,444.67,127175.62,FIT
2026-03-13,"Regnum Carya",530,340,3,64.15,361.13,121700.81,Leisure
2026-03-13,"Regnum The Crown",358,274,3,76.54,428.89,116229.19,OTA
2026-03-14,"Regnum Carya",530,348,2,65.66,366.34,126753.64,Leisure
2026-03-14,"Regnum The Crown",358,294,3,82.12,461.55,134311.05,Corporate
2026-03-15,"Regnum Carya",530,374,0,70.57,366.18,136951.32,Group
2026-03-15,"Regnum The Crown",358,277,3,77.37,450.58,123458.92,OTA
2026-03-16,"Regnum Carya",530,336,1,63.4,363.58,121799.3,Leisure
2026-03-16,"Regnum The Crown",358,264,3,73.74,426.16,111227.76,Group
2026-03-17,"Regnum Carya",530,305,3,57.55,345.39,104307.78,Leisure
2026-03-17,"Regnum The Crown",358,291,1,81.28,446.17,129389.3,FIT
2026-03-18,"Regnum Carya",530,338,2,63.77,367.11,123348.96,Group
2026-03-18,"Regnum The Crown",358,273,3,76.26,426.13,115055.1,OTA
2026-03-19,"Regnum Carya",530,348,3,65.66,357.1,123199.5,Corporate
2026-03-19,"Regnum The Crown",358,296,4,82.68,452.46,132118.32,Leisure
2026-03-20,"Regnum Carya",530,356,4,67.17,378.45,133214.4,Corporate
2026-03-20,"Regnum The Crown",358,271,0,75.7,430.49,116662.79,Leisure
2026-03-21,"Regnum Carya",530,377,4,71.13,364.74,136048.02,FIT
2026-03-21,"Regnum The Crown",358,319,2,89.11,459.44,145642.48,OTA
2026-03-22,"Regnum Carya",530,353,4,66.6,357.11,124631.39,Corporate
2026-03-22,"Regnum The Crown",358,303,0,84.64,449.54,136210.62,FIT
2026-03-23,"Regnum Carya",530,334,0,63.02,356.26,118990.84,OTA
2026-03-23,"Regnum The Crown",358,280,2,78.21,443.36,123254.08,Leisure
2026-03-24,"Regnum Carya",530,331,0,62.45,353.05,116859.55,FIT
2026-03-24,"Regnum The Crown",358,273,2,76.26,426.25,115513.75,Leisure
2026-03-25,"Regnum Carya",530,339,1,63.96,366.69,123941.22,Corporate
2026-03-25,"Regnum The Crown",358,281,0,78.49,447.41,125722.21,Corporate
2026-03-26,"Regnum Carya",530,357,1,67.36,359.07,127828.92,Group
2026-03-26,"Regnum The Crown",358,292,0,81.56,448.93,131087.56,OTA
2026-03-27,"Regnum Carya",530,328,4,61.89,356.85,115619.4,Group
2026-03-27,"Regnum The Crown",358,277,4,77.37,436.45,119150.85,OTA
2026-03-28,"Regnum Carya",530,354,2,66.79,373.92,131619.84,Group
2026-03-28,"Regnum The Crown",358,292,3,81.56,439.07,126891.23,FIT
2026-03-29,"Regnum Carya",530,393,2,74.15,376.17,147082.47,Corporate
2026-03-29,"Regnum The Crown",358,306,3,85.47,456.94,138452.82,FIT
2026-03-30,"Regnum Carya",530,382,3,72.08,374.97,142113.63,FIT
2026-03-30,"Regnum The Crown",358,290,2,81.01,434.48,125130.24,Leisure
2026-03-31,"Regnum Carya",530,357,2,67.36,366.99,130281.45,OTA
2026-03-31,"Regnum The Crown",358,284,2,79.33,439.44,123922.08,Corporate
2026-04-01,"Regnum Carya",530,365,0,68.87,365,133225,FIT
2026-04-01,"Regnum The Crown",358,299,3,83.52,436.98,129346.08,FIT
2026-04-02,"Regnum Carya",530,365,2,68.87,361.5,131224.5,Corporate
2026-04-02,"Regnum The Crown",358,281,1,78.49,448.06,125456.8,Corporate
2026-04-03,"Regnum Carya",530,371,0,70,375.73,139395.83,FIT
2026-04-03,"Regnum The Crown",358,296,3,82.68,465.24,136315.32,Leisure
2026-04-04,"Regnum Carya",530,427,3,80.57,394.74,167369.76,Group
2026-04-04,"Regnum The Crown",358,334,3,93.3,455.44,150750.64,Leisure
2026-04-05,"Regnum Carya",530,373,2,70.38,374.89,139084.19,Corporate
2026-04-05,"Regnum The Crown",358,322,4,89.94,445.18,141567.24,Group
2026-04-06,"Regnum Carya",530,373,3,70.38,368.47,136333.9,Corporate
2026-04-06,"Regnum The Crown",358,298,1,83.24,449.18,133406.46,FIT
2026-04-07,"Regnum Carya",530,399,1,75.28,385.43,153401.14,Corporate
2026-04-07,"Regnum The Crown",358,281,0,78.49,443.55,124637.55,Group
2026-04-08,"Regnum Carya",530,353,3,66.6,377.32,132062,Corporate
2026-04-08,"Regnum The Crown",358,301,3,84.08,438.71,130735.58,Group
2026-04-09,"Regnum Carya",530,359,0,67.74,378.32,135816.88,FIT
2026-04-09,"Regnum The Crown",358,296,2,82.68,449.3,132094.2,OTA
2026-04-10,"Regnum Carya",530,409,2,77.17,389.74,158624.18,FIT
2026-04-10,"Regnum The Crown",358,293,3,81.84,438.02,127025.8,OTA
2026-04-11,"Regnum Carya",530,416,0,78.49,389.11,161869.76,FIT
2026-04-11,"Regnum The Crown",358,316,0,88.27,455.14,143824.24,Leisure
2026-04-12,"Regnum Carya",530,435,4,82.08,378.4,163090.4,Leisure
2026-04-12,"Regnum The Crown",358,312,3,87.15,463.21,143131.89,Leisure
2026-04-13,"Regnum Carya",530,372,1,70.19,358.23,132903.33,Corporate
2026-04-13,"Regnum The Crown",358,299,1,83.52,455.66,135786.68,Corporate
2026-04-14,"Regnum Carya",530,380,2,71.7,371.21,140317.38,OTA
2026-04-14,"Regnum The Crown",358,325,4,90.78,459.79,147592.59,Leisure
2026-04-15,"Regnum Carya",530,413,2,77.92,371.85,152830.35,Corporate
2026-04-15,"Regnum The Crown",358,292,2,81.56,437.28,126811.2,Leisure
2026-04-16,"Regnum Carya",530,405,0,76.42,387.06,156759.3,Leisure
2026-04-16,"Regnum The Crown",358,290,4,81.01,427.98,122402.28,Corporate
2026-04-17,"Regnum Carya",530,373,2,70.38,384.34,142590.14,FIT
2026-04-17,"Regnum The Crown",358,315,2,87.99,466.99,146167.87,Corporate
2026-04-18,"Regnum Carya",530,417,3,78.68,381.05,157754.7,OTA
2026-04-18,"Regnum The Crown",358,313,1,87.43,447.07,139485.84,Corporate
2026-04-19,"Regnum Carya",530,447,3,84.34,387.38,171996.72,Corporate
2026-04-19,"Regnum The Crown",358,331,4,92.46,457.05,149455.35,FIT
2026-04-20,"Regnum Carya",530,413,1,77.92,380.86,156914.32,FIT
2026-04-20,"Regnum The Crown",358,324,2,90.5,460.88,148403.36,Corporate
2026-04-21,"Regnum Carya",530,389,2,73.4,387.11,149811.57,Group
2026-04-21,"Regnum The Crown",358,301,1,84.08,435.35,130605,FIT
2026-04-22,"Regnum Carya",530,401,4,75.66,372.26,147787.22,Leisure
2026-04-22,"Regnum The Crown",358,322,3,89.94,444.51,141798.69,Group
2026-04-23,"Regnum Carya",530,421,1,79.43,382.06,160465.2,Group
2026-04-23,"Regnum The Crown",358,287,1,80.17,433.86,124083.96,Corporate
2026-04-24,"Regnum Carya",530,423,0,79.81,388.92,164513.16,OTA
2026-04-24,"Regnum The Crown",358,304,1,84.92,442.57,134098.71,Leisure
2026-04-25,"Regnum Carya",530,455,1,85.85,376.71,171026.34,FIT
2026-04-25,"Regnum The Crown",358,311,0,86.87,462.03,143691.33,Leisure
2026-04-26,"Regnum Carya",530,444,1,83.77,389.72,172645.96,OTA
2026-04-26,"Regnum The Crown",358,323,1,90.22,474.92,152924.24,Corporate
2026-04-27,"Regnum Carya",530,435,2,82.08,371.07,160673.31,Corporate
2026-04-27,"Regnum The Crown",358,287,2,80.17,433.83,123641.55,OTA
2026-04-28,"Regnum Carya",530,437,1,82.45,394.83,172145.88,Group
2026-04-28,"Regnum The Crown",358,325,1,90.78,464.69,150559.56,FIT
2026-04-29,"Regnum Carya",530,449,2,84.72,379.31,169551.57,Corporate
2026-04-29,"Regnum The Crown",358,309,4,86.31,462.69,141120.45,Leisure
2026-04-30,"Regnum Carya",530,405,1,76.42,363.03,146664.12,Leisure
2026-04-30,"Regnum The Crown",358,299,1,83.52,436.78,130160.44,FIT
2026-05-01,"Regnum Carya",530,433,1,81.7,384.56,166129.92,Group
2026-05-01,"Regnum The Crown",358,324,2,90.5,465.3,149826.6,Corporate
2026-05-02,"Regnum Carya",530,429,1,80.94,381.46,163264.88,Corporate
2026-05-02,"Regnum The Crown",358,347,2,96.93,469.6,162012,Leisure
2026-05-03,"Regnum Carya",530,445,3,83.96,398.45,176114.9,Corporate
2026-05-03,"Regnum The Crown",358,314,3,87.71,447.44,139153.84,Leisure
2026-05-04,"Regnum Carya",530,436,1,82.26,389.95,169628.25,Leisure
2026-05-04,"Regnum The Crown",358,315,1,87.99,460.7,144659.8,OTA
2026-05-05,"Regnum Carya",530,430,2,81.13,398.67,170630.76,Corporate
2026-05-05,"Regnum The Crown",358,315,2,87.99,468.63,146681.19,FIT
2026-05-06,"Regnum Carya",530,441,1,83.21,385.63,169677.2,FIT
2026-05-06,"Regnum The Crown",358,300,1,83.8,440.55,131724.45,OTA
2026-05-07,"Regnum Carya",530,429,2,80.94,375.24,160227.48,Leisure
2026-05-07,"Regnum The Crown",358,295,1,82.4,440.17,129409.98,Corporate
2026-05-08,"Regnum Carya",530,439,4,82.83,392.29,170646.15,OTA
2026-05-08,"Regnum The Crown",358,319,1,89.11,463.92,147526.56,FIT
2026-05-09,"Regnum Carya",530,444,2,83.77,381.76,168737.92,FIT
2026-05-09,"Regnum The Crown",358,322,0,89.94,441.74,142240.28,Group
2026-05-10,"Regnum Carya",530,490,1,92.45,413.58,202240.62,Leisure
2026-05-10,"Regnum The Crown",358,323,3,90.22,463.8,148416,OTA
2026-05-11,"Regnum Carya",530,454,1,85.66,381.88,172991.64,Leisure
2026-05-11,"Regnum The Crown",358,320,2,89.39,468.21,148890.78,OTA
2026-05-12,"Regnum Carya",530,418,2,78.87,382.94,159303.04,Group
2026-05-12,"Regnum The Crown",358,295,0,82.4,431.2,127204,Corporate
2026-05-13,"Regnum Carya",530,467,0,88.11,378.41,176717.47,OTA
2026-05-13,"Regnum The Crown",358,316,3,88.27,451.71,141385.23,OTA
2026-05-14,"Regnum Carya",530,469,3,88.49,384.15,179013.9,Leisure
2026-05-14,"Regnum The Crown",358,309,4,86.31,467.57,142608.85,Group
2026-05-15,"Regnum Carya",530,417,3,78.68,382.47,158342.58,FIT
2026-05-15,"Regnum The Crown",358,324,3,90.5,464.16,148995.36,Corporate
2026-05-16,"Regnum Carya",530,474,3,89.43,406.29,191362.59,Corporate
2026-05-16,"Regnum The Crown",358,305,1,85.2,468.63,142463.52,OTA
2026-05-17,"Regnum Carya",530,497,1,93.77,395.48,196158.08,Leisure
2026-05-17,"Regnum The Crown",358,321,3,89.66,441.18,140295.24,FIT
2026-05-18,"Regnum Carya",530,437,0,82.45,389.42,170176.54,Corporate
2026-05-18,"Regnum The Crown",358,318,3,88.83,465.6,146664,Group
2026-05-19,"Regnum Carya",530,416,1,78.49,379.2,157368,FIT
2026-05-19,"Regnum The Crown",358,296,4,82.68,455.3,132947.6,Leisure
2026-05-20,"Regnum Carya",530,462,3,87.17,389.2,178642.8,Corporate
2026-05-20,"Regnum The Crown",358,298,2,83.24,434.43,128591.28,OTA
2026-05-21,"Regnum Carya",530,439,1,82.83,376.86,165064.68,Corporate
2026-05-21,"Regnum The Crown",358,313,1,87.43,440.27,137364.24,OTA
2026-05-22,"Regnum Carya",530,456,0,86.04,402.72,183640.32,OTA
2026-05-22,"Regnum The Crown",358,295,4,82.4,439.62,127929.42,OTA
2026-05-23,"Regnum Carya",530,484,3,91.32,381.36,183434.16,Leisure
2026-05-23,"Regnum The Crown",358,326,3,91.06,473.41,152911.43,Corporate
2026-05-24,"Regnum Carya",530,463,2,87.36,383.69,176881.09,Leisure
2026-05-24,"Regnum The Crown",358,343,3,95.81,470.22,159874.8,OTA
2026-05-25,"Regnum Carya",530,460,1,86.79,382.17,175416.03,FIT
2026-05-25,"Regnum The Crown",358,282,4,78.77,445.92,123965.76,Corporate
2026-05-26,"Regnum Carya",530,435,1,82.08,397.54,172532.36,Group
2026-05-26,"Regnum The Crown",358,304,1,84.92,438.84,132968.52,OTA
2026-05-27,"Regnum Carya",530,442,1,83.4,399.62,176232.42,FIT
2026-05-27,"Regnum The Crown",358,282,2,78.77,453.7,127036,FIT
2026-05-28,"Regnum Carya",530,436,2,82.26,386.61,167788.74,Leisure
2026-05-28,"Regnum The Crown",358,308,1,86.03,469.5,144136.5,Corporate
2026-05-29,"Regnum Carya",530,443,4,83.58,394.15,173031.85,Corporate
2026-05-29,"Regnum The Crown",358,296,2,82.68,450.77,132526.38,FIT
2026-05-30,"Regnum Carya",530,509,0,96.04,410.19,208786.71,Group
2026-05-30,"Regnum The Crown",358,318,3,88.83,453.61,142887.15,OTA
2026-05-31,"Regnum Carya",530,494,0,93.21,403.63,199393.22,FIT
2026-05-31,"Regnum The Crown",358,303,2,84.64,446.46,134384.46,Leisure
2026-06-01,"Regnum Carya",530,439,4,82.83,394.35,171542.25,Leisure
2026-06-01,"Regnum The Crown",358,313,0,87.43,447.04,139923.52,Group
2026-06-02,"Regnum Carya",530,471,4,88.87,402.52,187976.84,OTA
2026-06-02,"Regnum The Crown",358,308,4,86.03,469.76,142807.04,OTA
2026-06-03,"Regnum Carya",530,439,3,82.83,389.48,169813.28,Leisure
2026-06-03,"Regnum The Crown",358,281,3,78.49,442.44,122998.32,FIT
2026-06-04,"Regnum Carya",530,436,1,82.26,379.11,164912.85,Corporate
2026-06-04,"Regnum The Crown",358,307,3,85.75,440.65,133957.6,FIT
2026-06-05,"Regnum Carya",530,474,3,89.43,395.75,186398.25,Leisure
2026-06-05,"Regnum The Crown",358,276,1,77.09,422.86,116286.5,Group
2026-06-06,"Regnum Carya",530,500,0,94.34,388.29,194145,FIT
2026-06-06,"Regnum The Crown",358,328,3,91.62,467.81,152038.25,OTA
2026-06-07,"Regnum Carya",530,467,2,88.11,378.98,176225.7,OTA
2026-06-07,"Regnum The Crown",358,300,4,83.8,449,132904,Corporate
2026-06-08,"Regnum Carya",530,453,3,85.47,397.22,178749,Leisure
2026-06-08,"Regnum The Crown",358,269,3,75.14,448.48,119295.68,Corporate
2026-06-09,"Regnum Carya",530,450,1,84.91,394.53,177143.97,OTA
2026-06-09,"Regnum The Crown",358,279,4,77.93,428.02,117705.5,OTA
2026-06-10,"Regnum Carya",530,462,3,87.17,381.05,174901.95,Leisure
2026-06-10,"Regnum The Crown",358,275,2,76.82,441.01,120395.73,Group
